Mã sản phẩm,Tên sản phẩm,Giá,Doanh thu,Tên cửa hàng,Tỉ lệ hoa hồng,Hoa hồng,Link sản phẩm,Link ưu đãi
20456844571,Ga giường cotton Cosset bedding màu trơn pastel đủ mọi size nệm,"107,0k",100k+,Cosset Bedding,"4,5%",₫4.280,https://shopee.vn/product/740825059/20456844571,https://s.shopee.vn/1VuhvirTG1
20092002579,Bộ Ga Gối Trần Bông 3 Món Cotton đũi dệt bông xơ đậu lành - Full Size,"135,7k",100k+,MOEXU BEDDING,"6,5%",₫8.143,https://shopee.vn/product/29708084/20092002579,https://s.shopee.vn/1gE881qpv4
15518261710,Ga giường cotton poly thay thế vải nhập hàng loại 1 cao cấp dễ thương sắc nét - Bo chun miễn phí 1m2/1m6/1m8,"23,8k",100k+,THẾ GIỚI ĐỆM CAO CẤP,"6,5%",₫1.428,https://shopee.vn/product/225299293/15518261710,https://s.shopee.vn/1qXYKKqCa7
42202299964,HM66563 Bộ 4 Kẹp giữ cố định Ga Giường Drap Chống Xê Dịch HM68,"33,3k",50k+,Home Mart Online 68,"6,5%",₫1.995,https://shopee.vn/product/832892001/42202299964,https://s.shopee.vn/3LMM75kUXQ
40201935711,"COMBO 5/6/10 Túi Hút Chân Không & Máy Siêu Tốc - Đóng gói thông minh nén quần áo/chăn gối, tiết kiệm 80% diện tích","93,2k",10k+,onreka,"19,5%",₫17.716,https://shopee.vn/product/1521617386/40201935711,https://s.shopee.vn/3VfmJOjrCT
7660218271,"Màn chụp tự bung khung xếp ⚡LOẠI 1 ⚡gấp gọn tiện dụng, Mùng chụp tự bung người lớn thông minh Kiều Phi","128,3k",80k+,TỔNG KHO KIỀU PHI - UY TÍN,"6,5%",₫7.698,https://shopee.vn/product/286850546/7660218271,https://s.shopee.vn/3fzCVhjDrW
28833765659,Chiếu điều hòa Tencel 5D Hàng Loại 1 siêu mát công nghệ cao tencel 5D kèm Vỏ Gối,"152,9k",30k+,Xưởng Chăn Ga Dacosa,"6,5%",₫9.174,https://shopee.vn/product/256686586/28833765659,https://s.shopee.vn/3qIci0iaWZ
17199358548,Chăn Hè Cotton Đũi Hàn Quốc kích thước 1m8x2m mền hè đũi siêu mát lạnh mùa hè,"102,0k",200k+,Xưởng Chăn Ga Bedding Drap,"6,5%",₫6.120,https://shopee.vn/product/120420833/17199358548,https://s.shopee.vn/2g6fJrn1tM
28038252913,"Túi hút chân không quần áo, túi nén chân không cho chăn gối, quần áo túi đựng đồ 35*40/40*60/60*80/80*100/100*130cm","11,8k",8k+,BINTHA.VNM,"9,5%",₫1.058,https://shopee.vn/product/1492102331/28038252913,https://s.shopee.vn/2qQ5WAmOYP
27162920554,"Gối massa băng lạnh cao cấp - Gối đầu mặt vải gối chất liệu băng lạnh mềm mát, gối vỏ kèm ruột có thể sử dụng luôn","40,0k",30k+,Happy Decor 68,"7,5%",₫2.800,https://shopee.vn/product/1367061172/27162920554,https://s.shopee.vn/30jViTllDS
